,0,1,2
0,819,181,0
1,857,143,0
2,845,155,0
3,868,132,0
4,863,137,0
5,867,133,0
6,872,128,0
7,882,117,1
8,893,107,0
9,916,84,0
10,904,96,0
11,903,97,0
12,894,106,0
13,907,93,0
14,898,102,0
15,907,92,1
16,915,84,1
17,926,74,0
18,892,108,0
19,904,96,0
