,0,1,2
0,848,152,0
1,861,139,0
2,844,156,0
3,870,130,0
4,913,87,0
5,887,113,0
6,920,80,0
7,887,113,0
8,926,74,0
9,932,68,0
10,912,88,0
11,928,72,0
12,919,81,0
13,922,78,0
14,912,88,0
15,929,71,0
16,920,80,0
17,929,71,0
18,917,83,0
19,930,70,0
