,0,1,2
0,829,171,0
1,842,157,1
2,860,140,0
3,826,174,0
4,827,173,0
5,843,156,1
6,835,164,1
7,836,164,0
8,840,160,0
9,846,153,1
10,846,154,0
11,826,174,0
12,810,190,0
13,844,156,0
14,852,148,0
15,848,152,0
16,852,148,0
17,879,119,2
18,858,142,0
19,846,153,1
