,0,1,2
0,844,156,0
1,865,135,0
2,851,149,0
3,841,159,0
4,848,152,0
5,848,152,0
6,849,151,0
7,900,100,0
8,882,118,0
9,872,128,0
10,912,88,0
11,903,97,0
12,897,103,0
13,898,102,0
14,897,103,0
15,910,90,0
16,903,97,0
17,911,89,0
18,905,95,0
19,898,102,0
