,0,1,2
0,854,146,0
1,896,103,1
2,883,117,0
3,895,105,0
4,891,109,0
5,895,105,0
6,942,57,1
7,941,59,0
8,904,96,0
9,927,72,1
10,924,76,0
11,917,83,0
12,936,64,0
13,928,72,0
14,930,70,0
15,934,66,0
16,927,73,0
17,941,59,0
18,922,78,0
19,934,66,0
