,0,1,2
0,765,234,1
1,875,125,0
2,843,157,0
3,874,126,0
4,898,102,0
5,909,91,0
6,908,90,2
7,907,93,0
8,910,90,0
9,922,78,0
10,921,79,0
11,924,75,1
12,927,73,0
13,943,57,0
14,925,75,0
15,926,74,0
16,927,73,0
17,926,74,0
18,903,97,0
19,931,69,0
